drug_name,base_drug_name,drug_class,drug_sub_class,therapeutic_category,dosages,route_of_administration,formulation,search_text,source_files
Stannous Fluoride,stannous fluoride,STOMATOLOGICAL PREPARATIONS,Caries prophylactic agents,STOMATOLOGICAL PREPARATIONS,[],,,Drug: stannous fluoride | Dosages: [] | Form:  | Route:  | Class: STOMATOLOGICAL PREPARATIONS | Subclass: Caries prophylactic agents | Therapeutic: STOMATOLOGICAL PREPARATIONS,['rxnorm_complete_drug_classification.csv']
Velmanase Alfa,velmanase alfa,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Enzymes,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,[],,,Drug: velmanase alfa | Dosages: [] | Form:  | Route:  | Class: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS | Subclass: Enzymes | Therapeutic: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,['rxnorm_complete_drug_classification.csv']
Pegunigalsidase Alfa,pegunigalsidase alfa,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Enzymes,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,[],,,Drug: pegunigalsidase alfa | Dosages: [] | Form:  | Route:  | Class: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS | Subclass: Enzymes | Therapeutic: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,['rxnorm_complete_drug_classification.csv']
Cipaglucosidase Alfa,cipaglucosidase alfa,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Enzymes,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,[],,,Drug: cipaglucosidase alfa | Dosages: [] | Form:  | Route:  | Class: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS | Subclass: Enzymes | Therapeutic: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,['rxnorm_complete_drug_classification.csv']
Atidarsagene Autotemcel,atidarsagene autotemcel,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Enzymes,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,[],,,Drug: atidarsagene autotemcel | Dosages: [] | Form:  | Route:  | Class: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS | Subclass: Enzymes | Therapeutic: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,['rxnorm_complete_drug_classification.csv']
Agalsidase Alfa,agalsidase alfa,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Enzymes,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,[],,,Drug: agalsidase alfa | Dosages: [] | Form:  | Route:  | Class: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS | Subclass: Enzymes | Therapeutic: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,['rxnorm_complete_drug_classification.csv']
Eladocagene Exuparvovec,eladocagene exuparvovec,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Enzymes,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,[],,,Drug: eladocagene exuparvovec | Dosages: [] | Form:  | Route:  | Class: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS | Subclass: Enzymes | Therapeutic: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,['rxnorm_complete_drug_classification.csv']
Agalsidase Beta,agalsidase beta,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Enzymes,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,[],,,Drug: agalsidase beta | Dosages: [] | Form:  | Route:  | Class: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS | Subclass: Enzymes | Therapeutic: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,['rxnorm_complete_drug_classification.csv']
Laronidase,laronidase,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Enzymes,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,[],,,Drug: laronidase | Dosages: [] | Form:  | Route:  | Class: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS | Subclass: Enzymes | Therapeutic: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,['rxnorm_complete_drug_classification.csv']
Alglucerase,alglucerase,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Enzymes,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,[],,,Drug: alglucerase | Dosages: [] | Form:  | Route:  | Class: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS | Subclass: Enzymes | Therapeutic: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,['rxnorm_complete_drug_classification.csv']
Galsulfase,galsulfase,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Enzymes,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,[],,,Drug: galsulfase | Dosages: [] | Form:  | Route:  | Class: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS | Subclass: Enzymes | Therapeutic: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,['rxnorm_complete_drug_classification.csv']
Alglucosidase Alfa,alglucosidase alfa,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Enzymes,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,[],,,Drug: alglucosidase alfa | Dosages: [] | Form:  | Route:  | Class: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS | Subclass: Enzymes | Therapeutic: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,['rxnorm_complete_drug_classification.csv']
Idursulfase,idursulfase,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Enzymes,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,[],,,Drug: idursulfase | Dosages: [] | Form:  | Route:  | Class: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS | Subclass: Enzymes | Therapeutic: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,['rxnorm_complete_drug_classification.csv']
Imiglucerase,imiglucerase,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Enzymes,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,[],,,Drug: imiglucerase | Dosages: [] | Form:  | Route:  | Class: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS | Subclass: Enzymes | Therapeutic: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,['rxnorm_complete_drug_classification.csv']
Velaglucerase Alfa,velaglucerase alfa,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Enzymes,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,[],,,Drug: velaglucerase alfa | Dosages: [] | Form:  | Route:  | Class: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS | Subclass: Enzymes | Therapeutic: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,['rxnorm_complete_drug_classification.csv']
Trientine,trientine,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Various alimentary tract and metabolism products,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,[],,,Drug: trientine | Dosages: [] | Form:  | Route:  | Class: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS | Subclass: Various alimentary tract and metabolism products | Therapeutic: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,['rxnorm_complete_drug_classification.csv']
Triheptanoin,triheptanoin,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Various alimentary tract and metabolism products,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,[],,,Drug: triheptanoin | Dosages: [] | Form:  | Route:  | Class: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS | Subclass: Various alimentary tract and metabolism products | Therapeutic: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,['rxnorm_complete_drug_classification.csv']
Teduglutide,teduglutide,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Various alimentary tract and metabolism products,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,[],,,Drug: teduglutide | Dosages: [] | Form:  | Route:  | Class: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS | Subclass: Various alimentary tract and metabolism products | Therapeutic: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,['rxnorm_complete_drug_classification.csv']
Glycerol Phenylbutyrate,glycerol phenylbutyrate,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Various alimentary tract and metabolism products,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,[],,,Drug: glycerol phenylbutyrate | Dosages: [] | Form:  | Route:  | Class: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS | Subclass: Various alimentary tract and metabolism products | Therapeutic: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,['rxnorm_complete_drug_classification.csv']
Eliglustat,eliglustat,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Various alimentary tract and metabolism products,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,[],,,Drug: eliglustat | Dosages: [] | Form:  | Route:  | Class: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS | Subclass: Various alimentary tract and metabolism products | Therapeutic: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,['rxnorm_complete_drug_classification.csv']
Uridine Triacetate,uridine triacetate,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Various alimentary tract and metabolism products,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,[],,,Drug: uridine triacetate | Dosages: [] | Form:  | Route:  | Class: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS | Subclass: Various alimentary tract and metabolism products | Therapeutic: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,['rxnorm_complete_drug_classification.csv']
Telotristat,telotristat,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Various alimentary tract and metabolism products,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,[],,,Drug: telotristat | Dosages: [] | Form:  | Route:  | Class: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS | Subclass: Various alimentary tract and metabolism products | Therapeutic: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,['rxnorm_complete_drug_classification.csv']
Migalastat,migalastat,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Various alimentary tract and metabolism products,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,[],,,Drug: migalastat | Dosages: [] | Form:  | Route:  | Class: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS | Subclass: Various alimentary tract and metabolism products | Therapeutic: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,['rxnorm_complete_drug_classification.csv']
Givosiran,givosiran,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Various alimentary tract and metabolism products,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,[],,,Drug: givosiran | Dosages: [] | Form:  | Route:  | Class: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS | Subclass: Various alimentary tract and metabolism products | Therapeutic: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,['rxnorm_complete_drug_classification.csv']
Lumasiran,lumasiran,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Various alimentary tract and metabolism products,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,[],,,Drug: lumasiran | Dosages: [] | Form:  | Route:  | Class: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS | Subclass: Various alimentary tract and metabolism products | Therapeutic: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,['rxnorm_complete_drug_classification.csv']
Lonafarnib,lonafarnib,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Various alimentary tract and metabolism products,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,[],,,Drug: lonafarnib | Dosages: [] | Form:  | Route:  | Class: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS | Subclass: Various alimentary tract and metabolism products | Therapeutic: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,['rxnorm_complete_drug_classification.csv']
Fosdenopterin,fosdenopterin,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Various alimentary tract and metabolism products,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,[],,,Drug: fosdenopterin | Dosages: [] | Form:  | Route:  | Class: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS | Subclass: Various alimentary tract and metabolism products | Therapeutic: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,['rxnorm_complete_drug_classification.csv']
Elivaldogene Autotemcel,elivaldogene autotemcel,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Various alimentary tract and metabolism products,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,[],,,Drug: elivaldogene autotemcel | Dosages: [] | Form:  | Route:  | Class: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS | Subclass: Various alimentary tract and metabolism products | Therapeutic: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,['rxnorm_complete_drug_classification.csv']
Nedosiran,nedosiran,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Various alimentary tract and metabolism products,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,[],,,Drug: nedosiran | Dosages: [] | Form:  | Route:  | Class: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS | Subclass: Various alimentary tract and metabolism products | Therapeutic: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,['rxnorm_complete_drug_classification.csv']
Miglustat,miglustat,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Various alimentary tract and metabolism products,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,['100 mg'],oral,capsule,Drug: miglustat | Dosages: [100 mg] | Form: capsule | Route: oral | Class: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS | Subclass: Various alimentary tract and metabolism products | Therapeutic: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,"['rxnorm_complete_drug_classification.csv', 'drug_class_subclass_reference.xlsx']"
Zinc Acetate,zinc acetate,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Various alimentary tract and metabolism products,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,[],,,Drug: zinc acetate | Dosages: [] | Form:  | Route:  | Class: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS | Subclass: Various alimentary tract and metabolism products | Therapeutic: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,['rxnorm_complete_drug_classification.csv']
Nitisinone,nitisinone,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Various alimentary tract and metabolism products,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,"['10 mg', '2 mg', '20 mg', '5 mg']",oral,capsule,"Drug: nitisinone | Dosages: [10 mg, 2 mg, 20 mg, 5 mg] | Form: capsule | Route: oral | Class: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS | Subclass: Various alimentary tract and metabolism products | Therapeutic: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS","['rxnorm_complete_drug_classification.csv', 'drug_class_subclass_reference.xlsx']"
Sapropterin,sapropterin,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Various alimentary tract and metabolism products,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,[],,,Drug: sapropterin | Dosages: [] | Form:  | Route:  | Class: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS | Subclass: Various alimentary tract and metabolism products | Therapeutic: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,['rxnorm_complete_drug_classification.csv']
Anethole Trithione,anethole trithione,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Various alimentary tract and metabolism products,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,[],,,Drug: anethole trithione | Dosages: [] | Form:  | Route:  | Class: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS | Subclass: Various alimentary tract and metabolism products | Therapeutic: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,['rxnorm_complete_drug_classification.csv']
Warfarin,warfarin,ANTITHROMBOTIC AGENTS,Vitamin K antagonists,ANTITHROMBOTIC AGENTS,[],,,Drug: warfarin | Dosages: [] | Form:  | Route:  | Class: ANTITHROMBOTIC AGENTS | Subclass: Vitamin K antagonists | Therapeutic: ANTITHROMBOTIC AGENTS,['rxnorm_complete_drug_classification.csv']
Acenocoumarol,acenocoumarol,ANTITHROMBOTIC AGENTS,Vitamin K antagonists,ANTITHROMBOTIC AGENTS,[],,,Drug: acenocoumarol | Dosages: [] | Form:  | Route:  | Class: ANTITHROMBOTIC AGENTS | Subclass: Vitamin K antagonists | Therapeutic: ANTITHROMBOTIC AGENTS,['rxnorm_complete_drug_classification.csv']
Dicumarol,dicumarol,ANTITHROMBOTIC AGENTS,Vitamin K antagonists,ANTITHROMBOTIC AGENTS,[],,,Drug: dicumarol | Dosages: [] | Form:  | Route:  | Class: ANTITHROMBOTIC AGENTS | Subclass: Vitamin K antagonists | Therapeutic: ANTITHROMBOTIC AGENTS,['rxnorm_complete_drug_classification.csv']
Tioclomarol,tioclomarol,ANTITHROMBOTIC AGENTS,Vitamin K antagonists,ANTITHROMBOTIC AGENTS,[],,,Drug: tioclomarol | Dosages: [] | Form:  | Route:  | Class: ANTITHROMBOTIC AGENTS | Subclass: Vitamin K antagonists | Therapeutic: ANTITHROMBOTIC AGENTS,['rxnorm_complete_drug_classification.csv']
Fluindione,fluindione,ANTITHROMBOTIC AGENTS,Vitamin K antagonists,ANTITHROMBOTIC AGENTS,[],,,Drug: fluindione | Dosages: [] | Form:  | Route:  | Class: ANTITHROMBOTIC AGENTS | Subclass: Vitamin K antagonists | Therapeutic: ANTITHROMBOTIC AGENTS,['rxnorm_complete_drug_classification.csv']
Phenindione,phenindione,ANTITHROMBOTIC AGENTS,Vitamin K antagonists,ANTITHROMBOTIC AGENTS,[],,,Drug: phenindione | Dosages: [] | Form:  | Route:  | Class: ANTITHROMBOTIC AGENTS | Subclass: Vitamin K antagonists | Therapeutic: ANTITHROMBOTIC AGENTS,['rxnorm_complete_drug_classification.csv']
Phenprocoumon,phenprocoumon,ANTITHROMBOTIC AGENTS,Vitamin K antagonists,ANTITHROMBOTIC AGENTS,[],,,Drug: phenprocoumon | Dosages: [] | Form:  | Route:  | Class: ANTITHROMBOTIC AGENTS | Subclass: Vitamin K antagonists | Therapeutic: ANTITHROMBOTIC AGENTS,['rxnorm_complete_drug_classification.csv']
Antithrombin Iii,antithrombin III,ANTITHROMBOTIC AGENTS,Heparin group,ANTITHROMBOTIC AGENTS,[],,,Drug: antithrombin III | Dosages: [] | Form:  | Route:  | Class: ANTITHROMBOTIC AGENTS | Subclass: Heparin group | Therapeutic: ANTITHROMBOTIC AGENTS,['rxnorm_complete_drug_classification.csv']
Bemiparin,bemiparin,ANTITHROMBOTIC AGENTS,Heparin group,ANTITHROMBOTIC AGENTS,[],,,Drug: bemiparin | Dosages: [] | Form:  | Route:  | Class: ANTITHROMBOTIC AGENTS | Subclass: Heparin group | Therapeutic: ANTITHROMBOTIC AGENTS,['rxnorm_complete_drug_classification.csv']
Heparin,heparin,ANTITHROMBOTIC AGENTS,Heparin group,ANTITHROMBOTIC AGENTS,[],,,Drug: heparin | Dosages: [] | Form:  | Route:  | Class: ANTITHROMBOTIC AGENTS | Subclass: Heparin group | Therapeutic: ANTITHROMBOTIC AGENTS,['rxnorm_complete_drug_classification.csv']
Nadroparin,nadroparin,ANTITHROMBOTIC AGENTS,Heparin group,ANTITHROMBOTIC AGENTS,[],,,Drug: nadroparin | Dosages: [] | Form:  | Route:  | Class: ANTITHROMBOTIC AGENTS | Subclass: Heparin group | Therapeutic: ANTITHROMBOTIC AGENTS,['rxnorm_complete_drug_classification.csv']
Enoxaparin,enoxaparin,ANTITHROMBOTIC AGENTS,Heparin group,ANTITHROMBOTIC AGENTS,[],,,Drug: enoxaparin | Dosages: [] | Form:  | Route:  | Class: ANTITHROMBOTIC AGENTS | Subclass: Heparin group | Therapeutic: ANTITHROMBOTIC AGENTS,['rxnorm_complete_drug_classification.csv']
Dalteparin,dalteparin,ANTITHROMBOTIC AGENTS,Heparin group,ANTITHROMBOTIC AGENTS,[],,,Drug: dalteparin | Dosages: [] | Form:  | Route:  | Class: ANTITHROMBOTIC AGENTS | Subclass: Heparin group | Therapeutic: ANTITHROMBOTIC AGENTS,['rxnorm_complete_drug_classification.csv']
Parnaparin,parnaparin,ANTITHROMBOTIC AGENTS,Heparin group,ANTITHROMBOTIC AGENTS,[],,,Drug: parnaparin | Dosages: [] | Form:  | Route:  | Class: ANTITHROMBOTIC AGENTS | Subclass: Heparin group | Therapeutic: ANTITHROMBOTIC AGENTS,['rxnorm_complete_drug_classification.csv']
Tinzaparin,tinzaparin,ANTITHROMBOTIC AGENTS,Heparin group,ANTITHROMBOTIC AGENTS,[],,,Drug: tinzaparin | Dosages: [] | Form:  | Route:  | Class: ANTITHROMBOTIC AGENTS | Subclass: Heparin group | Therapeutic: ANTITHROMBOTIC AGENTS,['rxnorm_complete_drug_classification.csv']
Reviparin,reviparin,ANTITHROMBOTIC AGENTS,Heparin group,ANTITHROMBOTIC AGENTS,[],,,Drug: reviparin | Dosages: [] | Form:  | Route:  | Class: ANTITHROMBOTIC AGENTS | Subclass: Heparin group | Therapeutic: ANTITHROMBOTIC AGENTS,['rxnorm_complete_drug_classification.csv']
Danaparoid,danaparoid,ANTITHROMBOTIC AGENTS,Heparin group,ANTITHROMBOTIC AGENTS,[],,,Drug: danaparoid | Dosages: [] | Form:  | Route:  | Class: ANTITHROMBOTIC AGENTS | Subclass: Heparin group | Therapeutic: ANTITHROMBOTIC AGENTS,['rxnorm_complete_drug_classification.csv']
Ticlopidine,ticlopidine,ANTITHROMBOTIC AGENTS,Platelet aggregation inhibitors excl. heparin,ANTITHROMBOTIC AGENTS,[],,,Drug: ticlopidine | Dosages: [] | Form:  | Route:  | Class: ANTITHROMBOTIC AGENTS | Subclass: Platelet aggregation inhibitors excl. heparin | Therapeutic: ANTITHROMBOTIC AGENTS,['rxnorm_complete_drug_classification.csv']
Ticagrelor,ticagrelor,ANTITHROMBOTIC AGENTS,Platelet aggregation inhibitors excl. heparin,ANTITHROMBOTIC AGENTS,[],,,Drug: ticagrelor | Dosages: [] | Form:  | Route:  | Class: ANTITHROMBOTIC AGENTS | Subclass: Platelet aggregation inhibitors excl. heparin | Therapeutic: ANTITHROMBOTIC AGENTS,['rxnorm_complete_drug_classification.csv']
Vorapaxar,vorapaxar,ANTITHROMBOTIC AGENTS,Platelet aggregation inhibitors excl. heparin,ANTITHROMBOTIC AGENTS,[],,,Drug: vorapaxar | Dosages: [] | Form:  | Route:  | Class: ANTITHROMBOTIC AGENTS | Subclass: Platelet aggregation inhibitors excl. heparin | Therapeutic: ANTITHROMBOTIC AGENTS,['rxnorm_complete_drug_classification.csv']
Cangrelor,cangrelor,ANTITHROMBOTIC AGENTS,Platelet aggregation inhibitors excl. heparin,ANTITHROMBOTIC AGENTS,[],,,Drug: cangrelor | Dosages: [] | Form:  | Route:  | Class: ANTITHROMBOTIC AGENTS | Subclass: Platelet aggregation inhibitors excl. heparin | Therapeutic: ANTITHROMBOTIC AGENTS,['rxnorm_complete_drug_classification.csv']
Selexipag,selexipag,ANTITHROMBOTIC AGENTS,Platelet aggregation inhibitors excl. heparin,ANTITHROMBOTIC AGENTS,[],,,Drug: selexipag | Dosages: [] | Form:  | Route:  | Class: ANTITHROMBOTIC AGENTS | Subclass: Platelet aggregation inhibitors excl. heparin | Therapeutic: ANTITHROMBOTIC AGENTS,['rxnorm_complete_drug_classification.csv']
Aloxiprin,aloxiprin,ANTITHROMBOTIC AGENTS,Platelet aggregation inhibitors excl. heparin,ANTITHROMBOTIC AGENTS,[],,,Drug: aloxiprin | Dosages: [] | Form:  | Route:  | Class: ANTITHROMBOTIC AGENTS | Subclass: Platelet aggregation inhibitors excl. heparin | Therapeutic: ANTITHROMBOTIC AGENTS,['rxnorm_complete_drug_classification.csv']
Cilostazol,cilostazol,ANTITHROMBOTIC AGENTS,Platelet aggregation inhibitors excl. heparin,ANTITHROMBOTIC AGENTS,"['100 mg', '50 mg']",oral,tablet,"Drug: cilostazol | Dosages: [100 mg, 50 mg] | Form: tablet | Route: oral | Class: ANTITHROMBOTIC AGENTS | Subclass: Platelet aggregation inhibitors excl. heparin | Therapeutic: ANTITHROMBOTIC AGENTS","['rxnorm_complete_drug_classification.csv', 'drug_class_subclass_reference.xlsx']"
