ingredient_rxcui,primary_drug_name,therapeutic_class_l2,drug_class_l3,drug_subclass_l4
1798280,nebivolol / valsartan,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS","Angiotensin II receptor blockers (ARBs), other combinations"
852897,amlodipine / hydrochlorothiazide / valsartan,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS","Angiotensin II receptor blockers (ARBs), other combinations"
900937,aliskiren / valsartan,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS","Angiotensin II receptor blockers (ARBs), other combinations"
325646,aliskiren,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,Renin-inhibitors
2630535,sparsentan,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,Other agents acting on the renin-angiotensin system
301542,rosuvastatin,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",HMG CoA reductase inhibitors
36567,simvastatin,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",HMG CoA reductase inhibitors
41127,fluvastatin,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",HMG CoA reductase inhibitors
42463,pravastatin,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",HMG CoA reductase inhibitors
596723,cerivastatin,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",HMG CoA reductase inhibitors
6472,lovastatin,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",HMG CoA reductase inhibitors
83367,atorvastatin,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",HMG CoA reductase inhibitors
861634,pitavastatin,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",HMG CoA reductase inhibitors
1433887,choline fenofibrate,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Fibrates
1525,bezafibrate,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Fibrates
21149,ciprofibrate,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Fibrates
24609,etofibrate,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Fibrates
2594,clofibrate,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Fibrates
4719,gemfibrozil,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Fibrates
8703,fenofibrate,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Fibrates
141626,colesevelam,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Bile acid sequestrants
2447,cholestyramine resin,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Bile acid sequestrants
2685,colestipol,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Bile acid sequestrants
104486,nicofuranose,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Nicotinic acid and derivatives
16817,acipimox,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Nicotinic acid and derivatives
7393,niacin,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Nicotinic acid and derivatives
7414,nicotinyl alcohol,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Nicotinic acid and derivatives
1364479,lomitapide,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Other lipid modifying agents
1367839,mipomersen,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Other lipid modifying agents
1659152,alirocumab,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Other lipid modifying agents
1665684,evolocumab,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Other lipid modifying agents
2282403,bempedoic acid,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Other lipid modifying agents
2478335,evinacumab,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Other lipid modifying agents
2588243,inclisiran,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Other lipid modifying agents
2637345,volanesorsen,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Other lipid modifying agents
3292,dextrothyroxine,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Other lipid modifying agents
341248,ezetimibe,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Other lipid modifying agents
38248,tiadenol,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Other lipid modifying agents
69440,policosanol,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Other lipid modifying agents
8699,probucol,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",Other lipid modifying agents
1422085,atorvastatin / ezetimibe,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, COMBINATIONS",Combinations of various lipid modifying agents
1430892,fenofibrate / simvastatin,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, COMBINATIONS",Combinations of various lipid modifying agents
2283229,bempedoic acid / ezetimibe,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, COMBINATIONS",Combinations of various lipid modifying agents
2535748,ezetimibe / rosuvastatin,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, COMBINATIONS",Combinations of various lipid modifying agents
352387,lovastatin / niacin,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, COMBINATIONS",Combinations of various lipid modifying agents
484211,ezetimibe / simvastatin,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, COMBINATIONS",Combinations of various lipid modifying agents
404773,amlodipine / atorvastatin,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, COMBINATIONS",Lipid modifying agents in combination with other drugs
5021,griseofulvin,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Antibiotics
7268,natamycin,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Antibiotics
7597,nystatin,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Antibiotics
10450,thiabendazole,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
1482680,luliconazole,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
1539753,efinaconazole,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
19295,bifonazole,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
24876,fenticonazole,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
2623,clotrimazole,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
27901,isoconazole,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
32411,omoconazole,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
32638,oxiconazole,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
36435,sertaconazole,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
37319,sulconazole,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
3743,econazole,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
38298,tioconazole,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
4450,fluconazole,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
6135,ketoconazole,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
61773,flutrimazole,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
6932,miconazole,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Imidazole and triazole derivatives
10637,tolnaftate,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
1543173,tavaborole,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
17804,amorolfine,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
21090,ciclopirox,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
2399,chlorphenesin,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
26422,haloprogin,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
31476,naftifine,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
34188,polynoxylin,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
36345,selenium sulfide,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
37801,terbinafine,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
38372,tolciclate,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
4451,flucytosine,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
47461,butenafine,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
9525,salicylic acid,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use
37801,terbinafine,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR SYSTEMIC USE,Antifungals for systemic use
5021,griseofulvin,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR SYSTEMIC USE,Antifungals for systemic use
11002,urea,EMOLLIENTS AND PROTECTIVES,EMOLLIENTS AND PROTECTIVES,Carbamide products
13369,octinoxate,EMOLLIENTS AND PROTECTIVES,PROTECTIVES AGAINST UV-RADIATION,Protectives against UV-radiation for topical use
74,4-aminobenzoic acid,EMOLLIENTS AND PROTECTIVES,PROTECTIVES AGAINST UV-RADIATION,Protectives against UV-radiation for topical use
19143,beta carotene,EMOLLIENTS AND PROTECTIVES,PROTECTIVES AGAINST UV-RADIATION,Protectives against UV-radiation for systemic use
2262250,afamelanotide,EMOLLIENTS AND PROTECTIVES,PROTECTIVES AGAINST UV-RADIATION,Protectives against UV-radiation for systemic use
115238,becaplermin,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,CICATRIZANTS,Other cicatrizants
1311506,glycyrrhetinic acid,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,CICATRIZANTS,Other cicatrizants
20012,cadexomer iodine,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,CICATRIZANTS,Other cicatrizants
22701,dexpanthenol,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,CICATRIZANTS,Other cicatrizants
22708,dextranomer,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,CICATRIZANTS,Other cicatrizants
2637758,beremagene geperpavec,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,CICATRIZANTS,Other cicatrizants
38623,triethanolamine,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,CICATRIZANTS,Other cicatrizants
992920,sodium chlorite,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,CICATRIZANTS,Other cicatrizants
10890,trypsin,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,ENZYMES,Proteolytic enzymes
1752,bromelains,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,ENZYMES,Proteolytic enzymes
58939,collagenase,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,ENZYMES,Proteolytic enzymes
10847,tripelennamine,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",Antihistamines for topical use
1360721,thonzylamine,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",Antihistamines for topical use
18753,bamipine,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",Antihistamines for topical use
20861,chloropyramine,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",Antihistamines for topical use
20881,chlorphenoxamine,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",Antihistamines for topical use
2578,clemastine,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",Antihistamines for topical use
28012,isothipendyl,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",Antihistamines for topical use
3449,dimethindene,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",Antihistamines for topical use
3498,diphenhydramine,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",Antihistamines for topical use
8132,pheniramine,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",Antihistamines for topical use
8745,promethazine,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",Antihistamines for topical use
9009,pyrilamine,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",Antihistamines for topical use
10391,tetracaine,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",Anesthetics for topical use
1399,benzocaine,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",Anesthetics for topical use
18889,benoxinate,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",Anesthetics for topical use
3339,dibucaine,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",Anesthetics for topical use
34347,pramoxine,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",Anesthetics for topical use
6387,lidocaine,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",Anesthetics for topical use
3638,doxepin,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",Other antipruritics
873,anthralin,ANTIPSORIATICS,ANTIPSORIATICS FOR TOPICAL USE,Antracen derivatives
10844,trioxsalen,ANTIPSORIATICS,ANTIPSORIATICS FOR TOPICAL USE,Psoralens for topical use
6854,methoxsalen,ANTIPSORIATICS,ANTIPSORIATICS FOR TOPICAL USE,Psoralens for topical use
1091836,roflumilast,ANTIPSORIATICS,ANTIPSORIATICS FOR TOPICAL USE,Other antipsoriatics for topical use
1894,calcitriol,ANTIPSORIATICS,ANTIPSORIATICS FOR TOPICAL USE,Other antipsoriatics for topical use
2602286,tapinarof,ANTIPSORIATICS,ANTIPSORIATICS FOR TOPICAL USE,Other antipsoriatics for topical use
291204,tacalcitol,ANTIPSORIATICS,ANTIPSORIATICS FOR TOPICAL USE,Other antipsoriatics for topical use
29365,calcipotriene,ANTIPSORIATICS,ANTIPSORIATICS FOR TOPICAL USE,Other antipsoriatics for topical use
83947,tazarotene,ANTIPSORIATICS,ANTIPSORIATICS FOR TOPICAL USE,Other antipsoriatics for topical use
10844,trioxsalen,ANTIPSORIATICS,ANTIPSORIATICS FOR SYSTEMIC USE,Psoralens for systemic use
15842,5-methoxypsoralen,ANTIPSORIATICS,ANTIPSORIATICS FOR SYSTEMIC USE,Psoralens for systemic use
6854,methoxsalen,ANTIPSORIATICS,ANTIPSORIATICS FOR SYSTEMIC USE,Psoralens for systemic use
16818,acitretin,ANTIPSORIATICS,ANTIPSORIATICS FOR SYSTEMIC USE,Retinoids for treatment of psoriasis
4182,etretinate,ANTIPSORIATICS,ANTIPSORIATICS FOR SYSTEMIC USE,Retinoids for treatment of psoriasis
10395,tetracycline,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,ANTIBIOTICS FOR TOPICAL USE,Tetracycline and derivatives
2408,chlortetracycline,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,ANTIBIOTICS FOR TOPICAL USE,Tetracycline and derivatives
3154,demeclocycline,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,ANTIBIOTICS FOR TOPICAL USE,Tetracycline and derivatives
7821,oxytetracycline,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,ANTIBIOTICS FOR TOPICAL USE,Tetracycline and derivatives
10968,tyrothricin,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,ANTIBIOTICS FOR TOPICAL USE,Other antibiotics for topical use
11232,virginiamycin,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,ANTIBIOTICS FOR TOPICAL USE,Other antibiotics for topical use
1291,bacitracin,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,ANTIBIOTICS FOR TOPICAL USE,Other antibiotics for topical use
1596450,gentamicin,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,ANTIBIOTICS FOR TOPICAL USE,Other antibiotics for topical use
1994739,ozenoxacin,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,ANTIBIOTICS FOR TOPICAL USE,Other antibiotics for topical use
2348,chloramphenicol,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,ANTIBIOTICS FOR TOPICAL USE,Other antibiotics for topical use
35616,rifamycin SV,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,ANTIBIOTICS FOR TOPICAL USE,Other antibiotics for topical use
35619,rifaximin,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,ANTIBIOTICS FOR TOPICAL USE,Other antibiotics for topical use
42372,mupirocin,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,ANTIBIOTICS FOR TOPICAL USE,Other antibiotics for topical use
641,amikacin,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,ANTIBIOTICS FOR TOPICAL USE,Other antibiotics for topical use
642274,retapamulin,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,ANTIBIOTICS FOR TOPICAL USE,Other antibiotics for topical use
7299,neomycin,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,ANTIBIOTICS FOR TOPICAL USE,Other antibiotics for topical use
10176,sulfamerazine,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,CHEMOTHERAPEUTICS FOR TOPICAL USE,Sulfonamides
10179,sulfamethizole,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,CHEMOTHERAPEUTICS FOR TOPICAL USE,Sulfonamides
10184,sulfanilamide,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,CHEMOTHERAPEUTICS FOR TOPICAL USE,Sulfonamides
10193,sulfathiazole,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,CHEMOTHERAPEUTICS FOR TOPICAL USE,Sulfonamides
6572,mafenide,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,CHEMOTHERAPEUTICS FOR TOPICAL USE,Sulfonamides
9793,silver sulfadiazine,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,CHEMOTHERAPEUTICS FOR TOPICAL USE,Sulfonamides
1426865,lysozyme,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,CHEMOTHERAPEUTICS FOR TOPICAL USE,Antivirals
1483575,inosine,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,CHEMOTHERAPEUTICS FOR TOPICAL USE,Antivirals
281,acyclovir,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,CHEMOTHERAPEUTICS FOR TOPICAL USE,Antivirals
38868,tromantadine,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,CHEMOTHERAPEUTICS FOR TOPICAL USE,Antivirals
49428,edoxudine,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,CHEMOTHERAPEUTICS FOR TOPICAL USE,Antivirals
5653,idoxuridine,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,CHEMOTHERAPEUTICS FOR TOPICAL USE,Antivirals
594680,docosanol,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,CHEMOTHERAPEUTICS FOR TOPICAL USE,Antivirals
59839,penciclovir,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,CHEMOTHERAPEUTICS FOR TOPICAL USE,Antivirals
59943,imiquimod,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,CHEMOTHERAPEUTICS FOR TOPICAL USE,Antivirals
753346,sinecatechins,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,CHEMOTHERAPEUTICS FOR TOPICAL USE,Antivirals
8463,podofilox,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,CHEMOTHERAPEUTICS FOR TOPICAL USE,Antivirals
1242806,ingenol mebutate,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,CHEMOTHERAPEUTICS FOR TOPICAL USE,Other chemotherapeutics
2471078,tirbanibulin,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,CHEMOTHERAPEUTICS FOR TOPICAL USE,Other chemotherapeutics
6922,metronidazole,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,CHEMOTHERAPEUTICS FOR TOPICAL USE,Other chemotherapeutics
5492,hydrocortisone,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, weak (group I)"
6902,methylprednisolone,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, weak (group I)"
8638,prednisolone,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, weak (group I)"
10759,triamcinolone,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, moderately potent (group II)"
108074,clobetasone,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, moderately potent (group II)"
108088,alclometasone,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, moderately potent (group II)"
21249,clocortolone,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, moderately potent (group II)"
236650,fluprednidene,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, moderately potent (group II)"
3254,desonide,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, moderately potent (group II)"
3264,dexamethasone,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, moderately potent (group II)"
4458,flumethasone,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, moderately potent (group II)"
4491,fluorometholone,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, moderately potent (group II)"
108091,fluclorolone,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, potent (group III)"
108118,mometasone,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, potent (group III)"
1347,beclomethasone,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, potent (group III)"
